s12,s13,s23,u1,u2,u3,Q2,madgraph_azimuthal_average
6.48286024126912525e+04,8.58906289850170288e+04,3.06425168638181058e+05,-1.90788706722148403e+05,-2.69186769363824278e+05,-1.42348803002857458e+05,1.45179879052940756e+05,1.84505751609894510e-10
2.14091368266098521e+05,5.50693492110270381e+04,1.43294414357524394e+05,-1.85985237216759298e+05,-2.57581220620652661e+05,-7.97241129528322344e+04,1.10835438955594378e+05,2.37816916247868460e-10
1.74431435874190996e+05,5.45774091863398280e+04,1.86137799700927659e+05,-4.86811184600435372e+04,-6.61860307121622842e+05,-7.06587316810740449e+04,3.66053512501282035e+05,3.92616406739198416e-10
3.26508090212177194e+05,8.40977487309157441e+04,2.92733758302836563e+05,-2.51725690538557683e+05,-6.25735392776522553e+05,-1.06860493476737291e+05,2.80981979545887734e+05,1.44010519370960631e-11
3.29341149997478176e+05,3.47070049230023869e+04,2.26380783219436067e+05,-3.79406727775561623e+05,-3.77813026606269530e+05,-9.75881562528115610e+04,2.64378972494725778e+05,2.09431392989131432e-11
1.49789432851586869e+05,1.75690144353815907e+05,1.05979598238068298e+05,-1.24672308477049140e+05,-1.26902480893002561e+05,-4.43948719437408261e+05,2.64064333363989193e+05,1.41298602829925431e-10
3.29285034421337827e+05,1.35283645328206039e+05,9.02330401194050937e+04,-4.68150885691054282e+04,-5.38709708826684393e+05,-1.34022417276580265e+05,1.64745494803420734e+05,1.29396054618730837e-09
2.38614195516182284e+05,4.97020153234579193e+04,2.99942387103586341e+05,-1.18981754790851948e+05,-3.86132796144327382e+05,-4.25166329783923225e+05,3.42022282775875938e+05,4.62156585759028113e-11
1.21950155521988709e+05,4.23023786606044683e+05,4.56194902402774023e+04,-1.59949535155969439e+05,-1.53500879829482641e+05,-4.18348375612266944e+05,1.41205358229407691e+05,1.55931025748734644e-10
1.80385277429552749e+05,3.81594433852201037e+04,4.93396548330914811e+04,-1.40319895491577394e+05,-1.22471859859759308e+05,-8.89702877263983246e+04,8.38776674298707512e+04,1.76247101811566438e-09
2.79588017157124821e+05,9.76672050525257364e+04,1.97610859519761812e+05,-5.60824021141231788e+04,-7.09436883652374963e+05,-1.13983009231049233e+05,3.04636213268134918e+05,2.19568011822264387e-10
1.39556785829309287e+05,1.06090919031677069e+05,4.63876155395185167e+05,-3.07419393243510160e+05,-4.25010098420323338e+05,-2.24530549283293396e+05,2.47436180690955371e+05,1.32736099700501807e-11
8.62606357309435698e+04,4.75953802296497917e+05,8.10521755757099891e+04,-2.06509302129008924e+05,-1.67099196679354063e+05,-3.92718372560282471e+05,1.23060257765494491e+05,1.11050518543538463e-10
7.89635988043486141e+04,1.95711709439778817e+05,1.38816193884243432e+05,-1.57925935536506586e+05,-1.59476448884337500e+05,-4.60451477318131423e+05,3.64362359610605112e+05,4.05256546789705196e-11
1.50282634379957395e+05,6.10641941692681576e+04,1.01521063920816101e+05,-2.73697142586793110e+05,-8.59314376762827451e+04,-2.27101959959003318e+05,2.73862647752037505e+05,1.15820924494728618e-10
8.30405708995811583e+04,6.02436512271896936e+04,2.35073451904633257e+05,-5.21507269484491262e+04,-3.41246658644931449e+05,-3.48837630806403700e+05,3.63877342368379352e+05,2.15461134744819112e-10
4.20234402658220904e+05,6.46428213210848044e+04,1.86017639534113754e+05,-5.69492720468317566e+04,-6.52716546493059956e+05,-1.08431217745581758e+05,1.47202172772053978e+05,4.60924016425550396e-10
9.06268317451197072e+04,2.11076976943130954e+05,3.30564771137773991e+05,-2.41955902293316729e+05,-4.55313675860829186e+05,-1.36542970093046228e+05,2.01543968421166908e+05,6.26303608202507992e-11
3.75598734980063688e+05,1.11303025857254601e+05,1.18806874814374605e+05,-3.26947584248696337e+05,-3.41770758728520479e+05,-5.80472421857042791e+04,1.21056949511226441e+05,6.29024398473268061e-11
1.78387103931327234e+05,2.42797774668330792e+05,2.85701351840975054e+05,-4.57595393760412524e+05,-1.00414858291144628e+05,-2.39920290377137775e+05,9.10443119880608283e+04,3.55137695576405657e-11
4.19470415395929303e+04,1.15667003696396103e+05,4.43995691779089568e+05,-1.53208178847313946e+05,-4.85086593196811678e+05,-7.51179743995899917e+04,1.11803009428636797e+05,8.41459345372217612e-10
1.14296868343434471e+05,2.81798620229028049e+05,3.10209259701350704e+05,-1.75616281861992320e+05,-3.55502885268824641e+05,-4.33479643245071464e+05,2.58294062102075259e+05,1.69584430869727147e-11
2.93115002987078449e+05,3.24290703407692781e+04,1.19845118075317965e+05,-4.75852249183008389e+05,-1.25415836133260978e+05,-1.38994467292527494e+05,2.94873361205631227e+05,5.03009504482294469e-11
2.96994406641575450e+05,9.94115570663620310e+04,5.96309229381785190e+04,-1.06076229584392917e+05,-2.64806628151562414e+05,-1.74165879368538503e+05,8.90118504583779140e+04,1.12244027455477912e-09
6.10734812678665185e+04,3.20323849626455049e+05,2.42946213309662795e+05,-9.00099292833815271e+04,-3.12915056353872176e+05,-4.90569061653912009e+05,2.69150503087181365e+05,6.76956776547481852e-11
1.97679785351818689e+05,1.48924607386176940e+05,2.37453742445809185e+05,-2.19780898821324430e+05,-5.33049662515260396e+05,-7.51897352129714272e+04,2.43962161365751352e+05,5.38942174880532912e-11
1.85473085001004743e+05,1.23870496846073656e+05,9.47758151103429554e+04,-8.97148751136976498e+04,-3.18827644183369877e+05,-2.27436424890508817e+05,2.31859547230154742e+05,1.78031523798247113e-10
2.05282306748506962e+05,7.60443776819101913e+04,2.39309456454043888e+05,-3.30645059956696408e+05,-1.41356731147880695e+05,-1.88234686376169091e+05,1.39600336596285139e+05,7.28863649017708370e-11
2.30872695606759138e+05,2.80223915695242118e+05,5.17812575184465095e+04,-1.33556867203732720e+05,-2.68094423321431328e+05,-2.87478756275418680e+05,1.26252177980134729e+05,2.49326800580812177e-10
1.17827071871461259e+05,1.87048706610829453e+05,6.95419755555283627e+04,-7.19736444859736512e+04,-1.24490785573989677e+05,-4.01009268540026445e+05,2.23055944562170655e+05,4.72942769582369078e-10
5.76554740859559970e+04,1.89435052671997721e+05,2.25616552813873917e+05,-3.99529873193701147e+05,-1.43284103018943162e+05,-3.27348405168898520e+05,3.97455301809715340e+05,1.14778963981488337e-11
2.56468610665568616e+05,1.06302043279081379e+05,1.27998093974405449e+05,-5.33800747951561352e+05,-8.38860489735200099e+04,-1.27385631613489153e+05,2.54303680619514489e+05,2.70772472108065807e-11
7.26248393051067542e+04,3.40285255280916288e+05,3.18068903823763190e+05,-3.21708920900018071e+05,-1.44264735560878617e+05,-4.13882838185274450e+05,1.48877496236384759e+05,2.29927856921381056e-11
1.77195793534129247e+05,4.12081486382653238e+04,1.55341408077866363e+05,-2.25639095773344510e+05,-3.04376327487656730e+05,-1.02409832675685218e+05,2.58679905686425685e+05,7.80326806681276718e-11
1.41731964272163255e+05,6.47454708412036125e+04,1.93894748303555592e+05,-3.24054846950905863e+05,-5.68030615128609788e+04,-2.95785913756739290e+05,2.76271638803583453e+05,9.87119455917018658e-11
2.23283154323161347e+05,1.27775791753530182e+05,2.40777797783945716e+05,-2.72801227336545940e+05,-2.58338308717845241e+05,-2.26113671145311178e+05,1.65416463339065318e+05,3.18765745079775826e-11
7.13128192121516477e+04,1.11882765859362757e+05,1.71288510021226131e+05,-2.25777053548379627e+05,-2.53244960718184797e+05,-6.12688597853178362e+04,1.85806778959141957e+05,2.33377288727915589e-10
3.83540561323129863e+05,1.23702057054781879e+05,1.05323323405773204e+05,-1.03537552705688053e+05,-5.09980785008507606e+05,-2.12424305267481628e+05,2.13376701197992312e+05,9.94418662797566441e-11
5.28740347232377680e+04,3.69519410347287427e+05,2.16917228378796135e+05,-8.33966327260612743e+04,-1.31250057389747351e+05,-7.15691993963734480e+05,2.91028010630221223e+05,7.46744479275925201e-11
2.47093538887401664e+05,3.53214350897081022e+04,3.66536333245595102e+05,-2.22572942552065710e+05,-4.99911559388394642e+05,-1.70267250279392232e+05,2.43800444997147482e+05,3.11384390589882388e-11
2.94429645080614311e+05,1.38761282592195523e+05,3.11065876324925397e+05,-4.13325066685118596e+05,-4.20789618669088930e+05,-1.33513695554641541e+05,2.23371576911114214e+05,8.63989274802329342e-12
2.21871264466265216e+05,2.27988160997543571e+05,1.38588359840240824e+05,-3.99026255321867531e+05,-3.33070276376575872e+05,-1.60950806377033558e+05,3.04599552771427145e+05,9.48336351419722608e-12
1.62441665199368523e+05,1.40050005456754443e+05,3.27460426017957216e+05,-1.13061453925132722e+05,-3.36811071867358289e+05,-3.62958122580837342e+05,1.82878551699248492e+05,7.39065324665370594e-11
1.38669747351633734e+05,3.11312861126296630e+05,7.76886009040412027e+04,-4.69331027856108150e+05,-1.08101555123769125e+05,-2.09468401580462290e+05,2.59229775178367971e+05,1.65873307902275540e-11
7.35988386519262276e+04,1.67313521572339232e+05,2.60404914465907379e+05,-2.61965068233016704e+05,-3.13233663905492867e+05,-3.69116953463707978e+04,1.10793152794707261e+05,4.73338466217263095e-10
3.64397833376824681e+05,6.64065561377882259e+04,2.19553704325653845e+05,-3.83576366284700576e+05,-4.39413917094274875e+04,-3.24888135284732096e+05,1.02047799438592847e+05,4.52456051822183080e-10
1.21036691448612080e+05,8.68213373234231258e+04,2.29964831475502258e+05,-1.05707579757554457e+05,-6.31718443361866404e+05,-6.49945835437938658e+04,3.64597746415677539e+05,1.87725156189160544e-10
1.52213697706390172e+05,1.39001606442412420e+05,2.47886977010918607e+05,-1.85300933406390453e+05,-2.43115784786968667e+05,-4.58103816688133695e+05,3.47418253721771238e+05,2.06303313216704564e-11
1.85730506097744859e+05,3.11782383440277074e+05,5.90400874077963817e+04,-2.70125907813034137e+05,-2.54783528634393151e+05,-1.75669408207078668e+05,1.44025867708687612e+05,8.13234802148476812e-11
1.02279891953803337e+05,1.63817019956085191e+05,1.33496578805228433e+05,-2.61429407315253688e+05,-3.08977247034773580e+05,-6.12909490566010863e+04,2.32104112691511487e+05,1.21361966362917861e-10
3.00266510915910010e+05,1.59788473404279473e+05,7.18254916946400772e+04,-1.07472388024210493e+05,-3.20252148363386281e+05,-3.23483399681750045e+05,2.19327460054517636e+05,1.40912822162467031e-10
3.12021778287732333e+05,1.70781225947020663e+05,2.26805168901254336e+05,-1.46852461663646391e+05,-4.02902137792581867e+05,-3.49385425408099836e+05,1.89531851728320413e+05,3.96489658690866587e-11
3.91770647849135741e+05,3.26086907340606267e+04,5.57681965284596808e+04,-3.74307641577731527e+05,-3.60045600514679623e+05,-1.04864973804469191e+05,3.59070680785224540e+05,2.26241238964171554e-11
1.56920961239505385e+05,6.06745056465727394e+04,2.08281969650959363e+05,-1.00966695828159238e+05,-5.26648418862321996e+05,-1.92295949759998359e+05,3.94033627913442208e+05,6.19987934297544239e-11
1.41206334799832839e+05,1.17097454843457148e+05,2.32771471993200423e+05,-1.03991224514028538e+05,-1.95548917779926240e+05,-4.29561837035073899e+05,2.38026717692538485e+05,1.29754279492866998e-10
2.79228995078571388e+04,1.00326849447168934e+05,1.97273575272798800e+05,-2.53836260069466953e+04,-2.26554539908591891e+05,-2.30536220021913556e+05,1.56951061709627451e+05,4.51725659509233156e-09
1.82267560322325589e+05,3.38770645233857562e+05,1.00755495872181928e+05,-2.96560798876102839e+05,-2.33371431256322830e+05,-3.06246327806892805e+05,2.14384856510953454e+05,2.00827577254486662e-11
3.15911554237094824e+04,4.94937341532552382e+05,5.48621811236084905e+04,-6.24449613388824277e+05,-6.84611162317956914e+04,-8.92086446390435594e+04,2.00728696179793507e+05,8.97303155276785759e-11
1.75586174522175424e+05,1.50029087480809423e+05,1.72865524502318993e+05,-3.67485658230059897e+05,-1.15542215235109135e+05,-2.42725281772978284e+05,2.27272368732843432e+05,2.75531194372203024e-11
2.79115324199210678e+05,3.52687374177793972e+04,1.57682627607655566e+05,-3.28062133832889609e+05,-1.28747748289188850e+05,-2.18321140272989374e+05,2.03064333170422236e+05,1.24813289076931169e-10
3.95515573230012495e+05,1.90161366885866737e+05,7.20163106717222836e+04,-5.00828910505062435e+05,-1.39633626177826576e+05,-1.85226205160899844e+05,1.67995491056187195e+05,2.25341354788536816e-11
1.59823851379372034e+05,1.10791561429031237e+05,1.26396233950808091e+05,-4.38825263883787964e+05,-1.75239108842683927e+05,-1.60406934634825098e+05,3.77459660602085642e+05,1.46553289638236301e-11
4.72361217120477231e+04,9.65232257491169294e+04,3.82742726084049733e+05,-1.96833195598759019e+05,-5.26572449254778214e+05,-6.92145055570117111e+04,2.66118076865334064e+05,1.96161226457512506e-10
1.53411247593029868e+05,4.21250459276760885e+04,1.11897706792663361e+05,-1.20285065249885258e+05,-3.85298809622865578e+05,-1.99921216408753564e+05,3.98071090968134813e+05,8.71150833037794083e-11
3.03351360706719104e+05,9.79379986311699031e+04,9.25746856425331789e+04,-3.85212952103969757e+05,-2.19820005104435695e+05,-1.10303178171022853e+05,2.21472090399006323e+05,2.94084589047715500e-11
4.09301343049581919e+05,4.13543231063368148e+04,2.11555005192523648e+05,-6.33337736407522112e+05,-4.96226780977001254e+04,-3.08283453484768746e+05,3.29033196641548886e+05,5.84336146322385353e-11
9.62218238107009092e+04,3.50966597296296153e+05,1.57240393649130536e+05,-2.68179520164669724e+05,-3.50600147761103930e+05,-3.47213442129352887e+05,3.61564295298998710e+05,1.04751019421785246e-11
2.46602460437941132e+05,1.76062265694206231e+05,6.50832676926150016e+04,-5.56431731311545591e+05,-4.32365491889424011e+04,-1.68591928415207862e+05,2.80512215090932907e+05,3.09754488476758945e-11
3.59506173513705726e+04,2.52794728751058690e+05,3.91358809112294519e+05,-3.10557410259886936e+05,-2.80498656666426919e+05,-2.25173795423413394e+05,1.36125707135003206e+05,8.39873357025281182e-11
3.72301679940545873e+05,6.77144584382085450e+04,5.25652512207646796e+04,-2.05086589133319154e+05,-3.29367988054976973e+05,-8.35383970539804723e+04,1.25411584642757458e+05,1.72493825514285013e-10
6.30094071395977517e+04,9.74480936647225753e+04,4.62538991780153359e+05,-2.29363817848121020e+05,-3.50751683866303647e+05,-3.64277173883708776e+05,3.21396183013659669e+05,1.86653302750815663e-11
1.94756123526678071e+05,3.53460876599491632e+05,5.93473103905117896e+04,-3.66022378687720513e+05,-1.79429901685208082e+05,-3.13586394894681231e+05,2.51474364750928100e+05,1.41915248748665191e-11
6.67795904387771006e+04,8.54680117450297257e+04,3.27984445627505251e+05,-1.13937186886887852e+05,-2.58735064607290959e+05,-3.76105988788021845e+05,2.68546192470888665e+05,1.04151217111712701e-10
2.57366478960135137e+05,2.24006771321893466e+05,4.81524783374056278e+04,-8.88221770413796185e+04,-3.74060713660249603e+05,-2.69224901098775968e+05,2.02582063180971396e+05,2.15558151113516686e-10
1.77366156203632767e+05,6.12874222685142304e+04,8.32869996680884360e+04,-3.00845520078288391e+04,-3.19870818881411862e+05,-1.02278947101603640e+05,1.30293739850609010e+05,3.69466120520003340e-09
2.82061554656018619e+05,4.37397995148132904e+04,1.04289592470531730e+05,-3.36916351177838282e+05,-8.15249562676128407e+04,-1.61560729086629086e+05,1.49911089890716539e+05,2.44455676762321600e-10
2.67887045381682401e+05,1.08202062797958482e+05,9.25877741791654553e+04,-9.02322607451679942e+04,-4.65764808730126708e+05,-6.96071155230799923e+04,1.56927302639568195e+05,7.29714765207477665e-10
4.17333444688533491e+04,2.76913690080703178e+05,1.63304359640445153e+05,-4.76818465410286444e+04,-1.78381636964624224e+05,-4.30871551830873766e+05,1.74983641146524838e+05,6.83191572505026797e-10
1.99137997378112224e+05,1.79574921398495848e+05,1.47289869120157207e+05,-1.26071498870137759e+05,-2.76922570506086107e+05,-3.98284166275783558e+05,2.75275447755242174e+05,5.30274897004450152e-11
8.30568881658916071e+04,1.00455543778919076e+05,2.64215137646486750e+05,-3.81545024995395652e+04,-1.43666506402926665e+05,-4.05611589481259056e+05,1.39705028792428027e+05,1.49293998917569154e-09
1.22156198241561040e+05,2.12513961691396893e+05,1.54987829523427092e+05,-1.95425144747908518e+05,-4.69407716040924599e+05,-1.98146807395710784e+05,3.73321678728158702e+05,3.00189809493702812e-11
2.02571790346777649e+05,4.11347360057246289e+05,6.81353400056012033e+04,-6.86011156603035051e+05,-5.88961129661260493e+04,-2.50686087267464114e+05,3.13538866426999564e+05,8.44302330231072984e-12
5.66685306159425818e+04,1.59587319444326160e+05,3.53977650651582517e+05,-2.22074630518962687e+05,-1.49915655753530737e+05,-4.84859880339640658e+05,2.86616665900282736e+05,2.84873026038273359e-11
3.19827550574205816e+04,3.68630910508338595e+05,1.11072087697290932e+05,-3.85008998544205097e+05,-5.99774113539498067e+04,-2.69942238732982893e+05,2.03242895368087891e+05,5.67429326050461983e-11
3.24072847430653172e+05,1.21211262375700229e+05,1.61636158893728862e+05,-1.73554843210290390e+05,-2.54725305799797643e+05,-3.04456582062417816e+05,1.25816462372423659e+05,1.52580985557939628e-10
2.08248511671264918e+05,1.03082170365301004e+05,1.38102427661145601e+05,-1.66336270313922490e+05,-4.88017215005257982e+05,-1.09085033151092110e+05,3.14005408772560826e+05,5.39903412599361653e-11
7.62915675374229904e+04,2.07189226991706353e+05,2.53668439983585791e+05,-7.53845739294056548e+04,-3.31546749953368853e+05,-5.03191831334779738e+05,3.72973920704839227e+05,5.04121191653889333e-11
6.19285611843098304e+04,2.27027752083230298e+05,2.38216215543959901e+05,-3.61627629769177409e+05,-3.76211689415565226e+05,-1.44220493978675775e+05,3.54887284351918439e+05,2.43770933097349171e-11
5.09972558238241472e+04,3.21215499691618315e+05,1.11370015832222591e+05,-7.41260338073642488e+04,-1.20250814688935468e+05,-5.67325127237124834e+05,2.78119204385759251e+05,1.61448912809727581e-10
1.12365467329765554e+05,4.90393161262081820e+05,1.42274674087554187e+05,-6.57406742344043567e+05,-8.04850691530897457e+04,-1.41818050257564959e+05,1.34676559075296274e+05,2.62383235097071224e-11
1.19236389507960645e+05,4.14868101188384695e+05,5.29533597728413442e+04,-5.48073942550100619e+05,-1.75909230029202939e+05,-2.27394234613254666e+05,3.64319556723371788e+05,6.98369750496686091e-12
1.24253428734189045e+05,9.76937015060630220e+04,3.61324901427050238e+05,-2.00961573400236142e+05,-1.84431473829102644e+05,-3.15673647114026244e+05,1.17794662676062639e+05,1.07312243093475362e-10
3.90505097214252746e+05,5.93591629006300936e+04,5.21435304953139275e+04,-1.44093886736828543e+05,-4.74612278592346469e+05,-1.29449439103088516e+05,2.46147813822066615e+05,8.34069538088279222e-11
2.45485405227615120e+05,1.78534200500926177e+05,2.09072430970606219e+05,-1.40524159164883022e+05,-3.30851978380933055e+05,-4.53765000952303468e+05,2.92049101798971882e+05,2.62983214052831793e-11
1.56936494976609218e+05,2.13835397436096217e+05,8.49211976702032553e+04,-4.13108113785697671e+05,-2.47556531157511519e+05,-1.39293072483470023e+05,3.44264627343770117e+05,1.43949091481601839e-11
2.56870819763563486e+05,6.53038396300280874e+04,1.82911783638155699e+05,-2.59622613735584018e+05,-5.89569408203002822e+04,-3.00396592397205648e+05,1.13889703921342356e+05,5.78008674672541885e-10
4.32270459356351348e+04,2.09072842227364337e+05,1.10779070108413449e+05,-6.01256349563717085e+04,-1.51489546886503958e+05,-2.39094203553791333e+05,8.76304271252542676e+04,3.10710300157576157e-09
5.81475027407527814e+04,3.20064427454132820e+05,1.38020237364833534e+05,-1.53188921281437739e+05,-2.24270709725873458e+05,-2.67788852414309338e+05,1.29016315861901807e+05,3.18026826077647808e-10
2.36892382576187898e+05,5.29604645643818658e+04,3.57447445567248040e+05,-5.86232858347013680e+04,-5.23232025488099258e+05,-3.97192661710299144e+05,3.31747680325281573e+05,6.52624675853572542e-11
1.63814999589061219e+05,2.47197581041381985e+05,2.85061630131547921e+05,-4.23404683885749953e+05,-2.52564327184063819e+05,-2.79545303978489363e+05,2.59440104286312126e+05,6.43270990830026985e-12
6.56385542432723159e+04,8.39858814927643980e+04,1.46088032319602062e+05,-3.09868731330449227e+05,-2.08860150215078116e+05,-1.33410829378646391e+05,3.56427242868534930e+05,4.80423627755689137e-11
2.71372130389825616e+05,1.47942369633945811e+05,2.02217460198450048e+05,-2.00131321788385627e+05,-2.68764927056736313e+05,-4.13390925325451710e+05,2.60755213948352553e+05,2.56729025906842811e-11
7.63002209695090132e+04,1.22938849797974457e+05,3.10311493442866544e+05,-2.15499714078442979e+05,-9.95410429637531342e+04,-3.76764451764017751e+05,1.82254644595863734e+05,8.64276412266890610e-11
3.42181309455693699e+04,4.73277970998346340e+05,2.75975167887121497e+04,-2.40620244209612487e+05,-1.00041070758101792e+05,-5.64553129169028485e+05,3.70120825404116476e+05,2.52420778517630424e-11
8.49601611109186197e+04,2.47370479505290859e+05,1.47852625483143318e+05,-2.87832103954992373e+05,-6.39821918504505302e+04,-2.10608483443503734e+05,8.22395131495937821e+04,1.57483362469808988e-10
5.26045015603355132e+04,2.76197882639659452e+05,1.27305949044882407e+05,-1.94473998614399665e+05,-1.19432637272730484e+05,-2.53992658960481756e+05,1.11790961602734838e+05,2.13068564210124987e-10
2.52966129460958706e+05,4.87746569678334927e+04,2.08649947446527629e+05,-5.86311924385455495e+04,-6.10028706523328787e+05,-9.57215401512111857e+04,2.53990705237765709e+05,2.65649638583940056e-10
1.72900019408506167e+05,1.49236808703529125e+05,4.05529546188944660e+04,-1.66896718528959347e+05,-1.13787459587721154e+05,-2.37284180996413168e+05,1.55278576382163825e+05,2.85913044515244882e-10
1.83401871837542392e+05,1.08343714654824813e+05,2.54553527808423794e+05,-2.13239695718609553e+05,-2.40700592088981415e+05,-1.90811931136947009e+05,9.84531046437468904e+04,1.04031810834376386e-10
5.93724587328961788e+04,4.19827414385839074e+04,3.17405740359552205e+05,-3.74320989666141395e+04,-8.67073395973763836e+04,-4.26844531575974543e+05,1.32223029608932615e+05,4.91027435630356500e-09
1.61216050209488865e+05,7.67244905454701948e+04,6.73185953608918062e+04,-1.29177587740520554e+05,-4.41859154795774957e+05,-5.14260371552057331e+04,3.17203643575650407e+05,2.32624372097788759e-10
9.27360004527068377e+04,9.17360807509505539e+04,3.48847967431932630e+05,-1.68892334339892026e+05,-4.15668020113606355e+05,-6.75105840048753016e+04,1.18750889822783633e+05,3.28736453901360601e-10
1.86742983074130840e+05,1.64195967205802270e+05,7.37105317726091307e+04,-6.97504256049706310e+04,-2.14416706361391582e+05,-3.24830705313018640e+05,1.84348355226838612e+05,5.04524550270036765e-10
1.41929041931970802e+05,1.83813114571363200e+05,2.15644469957546971e+05,-1.77620168578814017e+05,-4.83045557245754870e+05,-1.03530752429311426e+05,2.22809851792999485e+05,1.07926633154839290e-10
1.62608736577925825e+05,1.51989341453884146e+05,1.93484455361590837e+05,-1.65694220832476014e+05,-3.41441812066121784e+05,-1.08222156907928991e+05,1.07275656413125937e+05,2.17664921496787039e-10
2.08490696211890201e+05,1.44561546090694610e+04,6.23658845763464560e+04,-9.52772242533542449e+04,-2.63966018886505393e+05,-1.99688087356190663e+04,9.38993164781726082e+04,2.60260531538007986e-09
2.94175820293491241e+05,1.10467714179976116e+05,4.97462983915185323e+04,-1.18925770057621645e+05,-3.42917991361508262e+05,-2.49874270531425311e+05,2.57328199085569388e+05,1.09576026467810643e-10
1.25423213354636857e+05,3.32060768556439725e+05,1.12796517057284902e+05,-5.73784554288086947e+05,-9.89786748060977989e+04,-4.50135740282753395e+04,1.47496304154098441e+05,6.95513963249510144e-11
2.28747700143386610e+05,1.86260738251433882e+05,2.56053710572977143e+05,-1.73109657673562178e+05,-5.41737279803363606e+05,-1.23190908889390907e+05,1.66975697398518882e+05,8.09563608105331663e-11
1.51435805309078220e+05,1.18611332603730858e+05,9.84352858677461627e+04,-1.57978487755743379e+05,-2.73308114727668348e+05,-2.43930145525665197e+05,3.06734324228521844e+05,5.83531217950633569e-11
1.52382783979033644e+05,3.10708410788640758e+04,3.51433924532139034e+05,-1.29404113438205008e+05,-5.50814976160853053e+05,-1.68252308597005700e+05,3.13583848606026964e+05,6.64068658267636744e-11
3.26598879433019552e+05,5.14481357869556814e+04,2.17724196285012353e+05,-3.32354328578992980e+05,-2.83798267314551340e+05,-2.58132585430809762e+05,2.78513969819368445e+05,2.09788909847289254e-11
1.26050796155463962e+05,2.05713731906686822e+05,4.06184869167195400e+05,-1.19483762508251952e+05,-3.43911950831625378e+05,-4.76105138956610230e+05,2.01551455067141011e+05,3.90428759465227745e-11
7.81453078784153477e+04,4.04190024282219529e+04,1.76691907217161177e+05,-6.02003805137675809e+04,-2.96500517441491538e+05,-1.67143218452551839e+05,2.28587898884012509e+05,7.31263879579072325e-10
1.57213292886434647e+05,4.84762175411159697e+04,4.95682543791366683e+05,-1.41574922460936999e+05,-6.34211666057440336e+05,-6.24257997394445702e+04,1.36840334038905276e+05,2.01848320141894167e-10
8.31948453268531593e+04,5.94305362735724266e+04,2.63561517823026865e+05,-1.37428506111259863e+05,-4.70309961596751993e+05,-7.96417273714442126e+04,2.81193295656003698e+05,1.79364002249448319e-10
1.81940627261677582e+05,2.77515887589028862e+05,1.38581296288964455e+05,-5.66249037636853638e+05,-1.60596039843022591e+05,-3.85183963902008545e+04,1.67325662730406155e+05,4.70516350632735027e-11
3.16634774977958805e+04,2.53386689453303901e+05,2.84335167285405332e+04,-1.65114360677958059e+05,-7.44796312160436064e+04,-3.33132134227428411e+05,2.59242442441789754e+05,1.77742726719516602e-10
7.31399459746169887e+04,2.25872170826100250e+05,1.34899359812470328e+05,-1.72150385075304686e+05,-3.12374803539278451e+05,-2.77091278765551338e+05,3.27704990766946343e+05,5.04176441737889042e-11
2.03130674860614061e+05,1.55924964102717466e+05,3.30676754136773932e+05,-4.24229191422257572e+05,-4.96605562998529465e+05,-6.80264607593608525e+04,2.99128822080042912e+05,1.37415463425393091e-11
1.12176960782370996e+05,2.20667177945388656e+05,2.18432018774830620e+05,-5.38567921805736958e+05,-2.35741537171142962e+05,-1.72727326563792711e+05,3.95760628038082155e+05,6.30668989404105065e-12
1.45080514270418527e+05,3.74903222133776988e+05,1.94337744951136992e+05,-8.20554550079697219e+04,-3.43442956995997578e+05,-4.60907068701188022e+05,1.72083999349822901e+05,1.13385008818774748e-10
2.37678666080501280e+05,1.27826974855912486e+05,3.70521046761877835e+05,-1.62027920128344791e+05,-5.14217662574493035e+05,-2.64236612389276852e+05,2.04455507393823122e+05,2.62010667361452103e-11
2.50392389967380324e+05,2.79051008373165387e+04,2.23715831885254069e+05,-2.25470500027085247e+05,-4.30949139320047747e+05,-9.91854913405511470e+04,2.53591807997733238e+05,5.52046663220825909e-11
1.95866110223324591e+05,6.38803851343703864e+04,1.96470885496258416e+04,-3.13104680058278434e+05,-1.32758162485787732e+05,-1.08208447582079301e+05,2.74677706218825013e+05,8.71029972795532165e-11
8.47186356970696943e+04,1.27479685457169835e+05,1.28614314758196677e+05,-2.15483675518490607e+05,-4.13424313322125090e+04,-4.26285062235250720e+05,3.42298533173517731e+05,1.20539625130126278e-10
2.88172390182666713e+05,2.23820187256011995e+05,4.42274512172214600e+04,-2.32607595892342419e+05,-1.83694773341599444e+05,-2.28513340355230204e+05,8.85956809332718694e+04,1.89612843627978898e-10
1.99400566209852870e+05,3.67050021045628877e+05,1.37282178425377380e+05,-1.93433697833311191e+05,-3.14710547370235377e+05,-3.64983046981113148e+05,1.69394526503800589e+05,4.25640858618853166e-11
1.83397732849177264e+05,3.03854761581350584e+05,1.37735551312784140e+05,-9.66483723562742234e+04,-3.73096726228684885e+05,-2.71289190355992469e+05,1.16046243197639313e+05,4.98845102199267465e-10
9.45990276275148644e+04,9.15757980395099585e+04,2.16672451238810783e+05,-2.56142609675690648e+05,-3.40137114633147721e+05,-5.92387077649062994e+04,2.52671155167909135e+05,1.00527305315726881e-10
1.98523241895176412e+05,4.47633483888486517e+04,1.22313071344338270e+05,-6.73235936859499634e+04,-3.56645887627505697e+05,-1.65234108058066398e+05,2.23603927743158914e+05,4.18278120114125982e-10
